request_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_duration_mins,price_usd
2024-06-28 01:29:00,34.062189,-118.239423,33.979279,-118.289995,11.7,7.55
2024-06-29 23:43:00,34.008401,-118.196053,34.052961,-118.198422,13.0,14.12
2024-06-28 03:05:00,34.080018,-118.338336,34.077116,-118.405655,3.0,5.0
2024-06-14 05:33:00,34.087623,-118.267118,34.057627,-118.302886,20.9,17.92
2024-06-29 00:37:00,33.971959,-118.200251,33.959418,-118.21246,28.6,5.0
2024-06-01 07:39:00,33.997913,-118.246064,34.049751,-118.267158,53.6,5.0
2024-06-07 02:39:00,34.055114,-118.16196,34.091676,-118.125615,3.3,26.29
2024-06-20 15:50:00,34.03735,-118.344555,34.030954,-118.381447,3.0,9.91
2024-06-24 04:21:00,34.049328,-118.3514,33.992373,-118.474899,6.8,10.37
2024-06-04 14:38:00,34.015878,-118.203819,33.962451,-118.288107,3.0,26.6
2024-06-09 19:08:00,34.085176,-118.198052,34.122827,-118.198942,74.3,5.0
2024-06-03 16:01:00,34.081112,-118.261595,34.017225,-118.290935,5.1,13.38
2024-06-04 02:40:00,34.052641,-118.225976,34.046734,-118.28781,16.0,12.27
2024-06-01 16:57:00,34.09509,-118.205288,34.229143,-118.107365,7.3,12.85
2024-06-30 17:46:00,34.0687,-118.298832,34.091678,-118.257394,25.6,5.0
2024-06-27 11:44:00,34.015628,-118.292411,34.052741,-118.295332,4.1,5.0
2024-06-19 06:10:00,34.06475,-118.238616,34.011698,-118.226952,23.9,5.0
2024-06-02 00:14:00,34.011645,-118.195755,33.95028,-118.209012,97.1,47.37
2024-06-22 21:49:00,34.085138,-118.319957,34.124929,-118.382648,76.3,5.0
2024-06-17 02:47:00,34.048003,-118.261877,34.033885,-118.210341,14.0,5.2
2024-06-24 06:58:00,34.042606,-118.264654,34.101287,-118.222088,8.1,15.12
2024-06-15 16:23:00,34.022763,-118.224922,34.029919,-118.323789,3.0,16.01
2024-06-01 06:08:00,34.098902,-118.250522,34.27672,-118.2392,22.5,27.42
2024-06-28 07:56:00,34.043819,-118.282753,34.020203,-118.265911,16.7,16.96
2024-06-27 09:22:00,34.032867,-118.175086,34.052323,-118.191173,36.5,48.54
2024-06-28 08:01:00,34.035915,-118.282355,33.996207,-118.177492,3.9,24.05
2024-06-20 20:20:00,34.071292,-118.267526,34.127896,-118.168089,25.2,20.7
2024-06-28 15:02:00,34.064618,-118.34549,34.091643,-118.364365,3.0,15.01
2024-06-03 03:16:00,34.066509,-118.292818,34.02345,-118.303959,3.8,6.85
2024-06-13 00:00:00,34.067233,-118.219035,34.056369,-118.236049,3.0,6.22
2024-06-10 14:30:00,34.135666,-118.230764,34.209258,-118.261331,8.9,18.55
2024-06-15 04:55:00,34.033743,-118.214029,34.101329,-118.260067,28.6,5.78
2024-06-02 05:49:00,34.02951,-118.216941,33.963791,-118.191598,17.9,20.59
2024-06-25 18:28:00,34.017449,-118.124737,33.999151,-118.026665,15.7,13.98
2024-06-09 23:09:00,34.074639,-118.294872,34.170709,-118.217367,17.7,5.0
2024-06-04 14:30:00,34.095159,-118.347165,34.0918,-118.307707,47.2,7.38
2024-06-06 22:24:00,34.045442,-118.313033,34.059613,-118.433389,31.9,5.0
2024-06-04 10:22:00,34.016394,-118.292219,34.07274,-118.385447,13.4,17.66
2024-06-21 14:09:00,34.017021,-118.30846,33.955413,-118.255251,55.4,17.16
2024-06-28 15:38:00,34.076024,-118.24438,34.034039,-118.163412,6.0,8.19
2024-06-03 12:19:00,34.07973,-118.174841,34.068545,-118.147154,45.7,19.98
2024-06-01 21:11:00,34.071726,-118.15762,34.136957,-118.172899,15.8,38.43
2024-06-27 09:47:00,34.02338,-118.219741,34.079368,-118.152126,5.2,5.0
2024-06-12 11:40:00,34.059286,-118.121524,34.100275,-118.083844,4.6,5.0
2024-06-04 14:46:00,34.054667,-118.271382,34.052709,-118.21451,6.3,30.99
